AC,ID,DE,TP
PF12937.10,F-box-like,F-box-like,Domain
PF13013.9,F-box-like_2,F-box-like domain,Family
PF15966.8,F-box_4,F-box,Domain
PF18511.4,F-box_5,F-box,Domain
PF00469.23,F-protein,"Negative factor, (F-Protein) or Nef",Family
PF10791.12,F1F0-ATPsyn_F,Mitochondrial F1-F0 ATP synthase subunit F of fungi,Family
PF04075.17,F420H2_quin_red,F420H(2)-dependent quinone reductase,Family
PF01996.19,F420_ligase,F420-0:Gamma-glutamyl ligase,Family
PF03807.20,F420_oxidored,NADP oxidoreductase coenzyme F420-dependent,Family
PF00754.28,F5_F8_type_C,F5/8 type C domain,Domain
PF08736.14,FA,FERM adjacent (FA),Family
PF01557.21,FAA_hydrolase,Fumarylacetoacetate (FAA) hydrolase family,Family
PF09298.14,FAA_hydrolase_N,Fumarylacetoacetase N-terminal,Domain
PF18288.4,FAA_hydro_N_2,Fumarylacetoacetase N-terminal domain 2,Domain
PF07977.16,FabA,FabA-like domain,Domain
PF14826.9,FACT-Spt16_Nlob,FACT complex subunit SPT16 N-terminal lobe domain,Domain
PF02913.22,FAD-oxidase_C,"FAD linked oxidases, C-terminal domain",Domain
PF12318.11,FAD-SLDH,Membrane bound FAD containing D-sorbitol dehydrogenase,Family
PF09403.13,FadA,Adhesion protein FadA,Coiled-coil
PF07840.15,FadR_C,FadR C-terminal domain,Family
PF00667.23,FAD_binding_1,FAD binding domain,Domain
PF00890.27,FAD_binding_2,FAD binding domain,Family
PF01494.22,FAD_binding_3,FAD binding domain,Family
PF01565.26,FAD_binding_4,FAD binding domain,Domain
PF00941.24,FAD_binding_5,FAD binding domain in molybdopterin dehydrogenase,Family
PF00970.27,FAD_binding_6,Oxidoreductase FAD-binding domain,Domain
PF03441.17,FAD_binding_7,FAD binding domain of DNA photolyase,Domain
PF08022.15,FAD_binding_8,FAD-binding domain,Domain
PF08021.14,FAD_binding_9,Siderophore-interacting FAD-binding domain,Domain
PF12831.10,FAD_oxidored,FAD dependent oxidoreductase,Family
PF18371.4,FAD_SOX,Flavin adenine dinucleotide (FAD)-dependent sulfhydryl oxidase,Domain
PF06574.15,FAD_syn,FAD synthetase,Family
PF08714.14,Fae,Formaldehyde-activating enzyme (Fae),Family
PF08392.15,FAE1_CUT1_RppA,FAE1/Type III polyketide synthase-like protein,Family
PF04703.15,FaeA,FaeA-like protein,Domain
PF11250.11,FAF,Fantastic Four meristem regulator,Family
PF06905.16,FAIM1,Fas apoptotic inhibitory molecule (FAIM1),Family
PF04385.18,FAINT,"Domain of unknown function, DUF529",Family
PF15068.9,FAM101,FAM101 family,Family
PF15434.9,FAM104,Family 104,Family
PF14160.9,FAM110_C,Centrosome-associated C terminus,Family
PF14161.9,FAM110_N,Centrosome-associated N terminus,Family
PF15388.9,FAM117,Protein Family FAM117,Family
PF15067.9,FAM124,FAM124 family,Family
PF15010.9,FAM131,Putative cell signalling,Family
PF15129.9,FAM150,FAM150 family,Family
PF15722.8,FAM153,FAM153 family,Family
PF15069.9,FAM163,FAM163 family,Family
PF14981.9,FAM165,FAM165 family,Family
PF11652.11,FAM167,FAM167,Family
PF14851.9,FAM176,FAM176 family,Family
PF14774.9,FAM177,FAM177 family,Family
PF15173.9,FAM180,FAM180 family,Family
PF15238.9,FAM181,FAM181,Family
PF14886.9,FAM183,FAM183A and FAM183B related,Family
PF15665.8,FAM184,"Family with sequence similarity 184, A and B",Coiled-coil
PF10187.12,FAM192A_Fyv6_N,"FAM192A/Fyv6, N-terminal domain",Domain
PF15914.8,FAM193_C,FAM193 family C-terminal,Family
PF14977.9,FAM194,FAM194 protein,Family
PF14799.9,FAM195,FAM195 family,Family
PF15265.9,FAM196,FAM196 family,Family
PF15051.9,FAM198,FAM198 protein,Family
PF15814.8,FAM199X,Protein family FAM199X,Family
PF15206.9,FAM209,FAM209 family,Family
PF06702.15,Fam20C,"Golgi casein kinase, C-terminal, Fam20",Family
PF06916.16,FAM210A-B_dom,FAM210A/B-like domain,Domain
PF15342.9,FAM212,FAM212 family,Family
PF15107.9,FAM216B,FAM216B protein family,Family
PF15344.9,FAM217,FAM217 family,Family
PF15260.9,FAM219A,Protein family FAM219A,Family
PF15487.9,FAM220,FAM220 family,Family
PF14753.9,FAM221,Protein FAM221A/B,Family
PF15258.9,FAM222A,Protein family of FAM222A,Family
PF15193.9,FAM24,FAM24 family,Family
PF15825.8,FAM25,FAM25 family,Family
PF15832.8,FAM27,FAM27 D and E protein family,Family
PF08555.13,FAM32A,FAM32A,Family
PF15793.8,FAM35_C,"Protein family FAM35, C-terminal",Family
PF14642.9,FAM47,FAM47 family,Family
PF15242.9,FAM53,Family of FAM53,Family
PF15396.9,FAM60A,Protein Family FAM60A,Family
PF14967.9,FAM70,FAM70 protein,Family
PF14976.9,FAM72,FAM72 protein,Family
PF14650.9,FAM75,FAM75 family,Family
PF16046.8,FAM76,FAM76 protein,Family
PF07894.15,FAM83,FAM83 A-H,Family
PF14904.9,FAM86,Family of unknown function,Family
PF14648.9,FAM91_C,FAM91 C-terminus,Family
PF14647.9,FAM91_N,FAM91 N-terminus,Family
PF06730.14,FAM92,FAM92 protein,Family
PF15146.9,FANCAA,Fanconi anemia-associated,Family
PF15751.8,FANCA_interact,FAAP20 FANCA interaction domain,Family
PF14631.9,FancD2,Fanconi anaemia protein FancD2 nuclease,Family
PF15124.9,FANCD2OS,FANCD2 opposite strand protein,Family
PF11107.11,FANCF,Fanconi anemia group F protein (FANCF),Repeat
PF14679.9,FANCI_HD1,FANCI helical domain 1,Repeat
PF14680.9,FANCI_HD2,FANCI helical domain 2,Repeat
PF14675.9,FANCI_S1,FANCI solenoid 1,Repeat
PF14674.9,FANCI_S1-cap,FANCI solenoid 1 cap,Repeat
PF14676.9,FANCI_S2,FANCI solenoid 2,Repeat
PF14677.9,FANCI_S3,FANCI solenoid 3,Repeat
PF14678.9,FANCI_S4,FANCI solenoid 4,Repeat
PF11793.11,FANCL_C,FANCL C-terminal domain,Domain
PF09765.12,FANCL_d1,FANCL UBC-like domain 1,Domain
PF18890.3,FANCL_d2,FANCL UBC-like domain 2,Domain
PF18891.3,FANCL_d3,FANCL UBC-like domain 3,Domain
PF16783.8,FANCM-MHF_bd,FANCM to MHF binding domain,Domain
PF03511.17,Fanconi_A,Fanconi anaemia group A protein,Family
PF15865.8,Fanconi_A_N,Fanconi anaemia group A protein N terminus,Family
PF02106.18,Fanconi_C,Fanconi anaemia group C protein,Family
PF18081.4,FANC_SAP,Fanconi anemia-associated nuclease SAP domain,Domain
PF16350.8,FAO_M,FAD dependent oxidoreductase central domain,Family
PF07174.14,FAP,Fibronectin-attachment protein (FAP),Family
PF12018.11,FAP206,Domain of unknown function,Family
PF03961.16,FapA,Flagellar Assembly Protein A beta solenoid domain,Repeat
PF20250.1,FapA_N,Flagellar Assembly Protein A N-terminal region,Family
PF01149.27,Fapy_DNA_glyco,Formamidopyrimidine-DNA glycosylase N-terminal domain,Domain
PF04750.17,Far-17a_AIG1,FAR-17a/AIG1-like protein,Family
PF03101.18,FAR1,FAR1 DNA-binding domain,Domain
PF01581.19,FARP,FMRFamide related peptide family,Family
PF02469.25,Fasciclin,Fasciclin domain,Domain
PF06268.16,Fascin,Fascin domain,Domain
PF06743.18,FAST_1,"FAST kinase-like protein, subdomain 1",Family
PF08368.15,FAST_2,"FAST kinase-like protein, subdomain 2",Family
PF18325.4,Fas_alpha_ACP,Fatty acid synthase subunit alpha Acyl carrier domain,Domain
PF18314.4,FAS_I_H,Fatty acid synthase type I helical domain,Domain
PF17951.4,FAS_meander,Fatty acid synthase meander beta sheet domain,Domain
PF17828.4,FAS_N,N-terminal domain in fatty acid synthase subunit beta,Domain
PF02259.26,FAT,FAT domain,Repeat
PF02260.23,FATC,FATC domain,Family
PF19333.2,FAXC_N,Failed axon connections homolog N-terminus,Family
PF00487.27,FA_desaturase,Fatty acid desaturase,Domain
PF03405.17,FA_desaturase_2,Fatty acid desaturase,Domain
PF11510.11,FA_FANCE,Fanconi Anaemia group E protein FANCE,Repeat
PF04116.16,FA_hydroxylase,Fatty acid hydroxylase,Family
PF02504.18,FA_synthesis,Fatty acid synthesis protein,Family
PF04300.16,FBA,F-box associated region,Family
PF07734.16,FBA_1,F-box associated,Family
PF07735.20,FBA_2,F-box associated,Family
PF08268.15,FBA_3,F-box associated domain,Domain
PF08387.13,FBD,FBD,Family
PF19270.2,FBO_C,F-box only protein C-terminal region,Family
PF00316.23,FBPase,"Fructose-1-6-bisphosphatase, N-terminal domain",Domain
PF06874.14,FBPase_2,"Firmicute fructose-1,6-bisphosphatase",Family
PF01950.19,FBPase_3,"Fructose-1,6-bisphosphatase",Family
PF18913.3,FBPase_C,"Fructose-1-6-bisphosphatase, C-terminal domain",Domain
PF03320.16,FBPase_glpX,"Bacterial fructose-1,6-bisphosphatase, glpX-encoded",Family
PF17845.4,FbpC_C_terminal,FbpC C-terminal regulatory nucleotide binding domain,Domain
PF16571.8,FBP_C,FBP C-terminal treble-clef zinc-finger,Domain
PF19729.2,FBXL18_LRR,"F-box/LRR-repeat protein 18, LRR",Repeat
PF07367.14,FB_lectin,Fungal fruit body lectin,Family
PF07729.15,FCD,FCD domain,Domain
PF04900.15,Fcf1,Fcf1,Family
PF08698.14,Fcf2,Fcf2 pre-rRNA processing,Family
PF00611.26,FCH,"Fes/CIP4, and EFC/F-BAR homology domain",Family
PF10862.11,FcoT,FcoT-like thioesterase domain,Domain
PF09309.13,FCP1_C,"FCP1, C-terminal",Domain
PF09242.14,FCSD-flav_bind,"Flavocytochrome c sulphide dehydrogenase, flavin-binding",Domain
PF12892.10,FctA,Spy0128-like isopeptide containing domain,Domain
PF15215.9,FDC-SP,Follicular dendritic cell secreted peptide,Family
PF09532.13,FDF,FDF domain,Domain
PF02634.18,FdhD-NarQ,FdhD/NarQ family,Family
PF04216.15,FdhE,Protein involved in formate dehydrogenase formation,Family
PF11390.11,FdsD,NADH-dependant formate dehydrogenase delta subunit FdsD,Family
PF05523.14,FdtA,"WxcM-like, C-terminal",Domain
PF03147.17,FDX-ACB,Ferredoxin-fold anticodon binding domain,Domain
PF00465.22,Fe-ADH,Iron-containing alcohol dehydrogenase,Family
PF13685.9,Fe-ADH_2,Iron-containing alcohol dehydrogenase,Family
PF04384.16,Fe-S_assembly,Iron-sulphur cluster assembly,Family
PF01521.23,Fe-S_biosyn,Iron-sulphur cluster biosynthesis,Family
PF07692.14,Fea1,Low iron-inducible periplasmic protein,Family
PF01032.21,FecCD,FecCD transport family,Family
PF04773.16,FecR,FecR protein,Family
PF09252.13,Feld-I_B,Allergen Fel d I-B chain,Domain
PF05666.14,Fels1,Fels-1 Prophage Protein-like,Family
PF02388.19,FemAB,FemAB family,Family
PF04339.15,FemAB_like,Peptidogalycan biosysnthesis/recognition,Family
PF04023.17,FeoA,FeoA domain,Domain
PF12669.10,FeoB_associated,FeoB-associated Cys-rich membrane protein,Family
PF07664.15,FeoB_C,Ferrous iron transport protein B C terminus,Family
PF17910.4,FeoB_Cyto,FeoB cytosolic helical domain,Domain
PF02421.21,FeoB_N,Ferrous iron transport protein B,Domain
PF09012.13,FeoC,FeoC like transcriptional regulator,Domain
PF00111.30,Fer2,2Fe-2S iron-sulfur cluster binding domain,Domain
PF01799.23,Fer2_2,[2Fe-2S] binding domain,Domain
PF13085.9,Fer2_3,2Fe-2S iron-sulfur cluster binding domain,Domain
PF13510.9,Fer2_4,2Fe-2S iron-sulfur cluster binding domain,Domain
PF04324.18,Fer2_BFD,BFD-like [2Fe-2S] binding domain,Domain
PF00037.30,Fer4,4Fe-4S binding domain,Domain
PF13237.9,Fer4_10,4Fe-4S dicluster domain,Domain
PF13247.9,Fer4_11,4Fe-4S dicluster domain,Domain
PF13353.9,Fer4_12,4Fe-4S single cluster domain,Domain
PF13370.9,Fer4_13,4Fe-4S single cluster domain of Ferredoxin I,Domain
PF13394.9,Fer4_14,4Fe-4S single cluster domain,Domain
PF13459.9,Fer4_15,4Fe-4S single cluster domain,Domain
PF13484.9,Fer4_16,4Fe-4S double cluster binding domain,Domain
PF13534.9,Fer4_17,4Fe-4S dicluster domain,Domain
PF13746.9,Fer4_18,4Fe-4S dicluster domain,Domain
PF06902.14,Fer4_19,Divergent 4Fe-4S mono-cluster,Domain
PF12797.10,Fer4_2,4Fe-4S binding domain,Domain
PF14691.9,Fer4_20,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster",Domain
PF14697.9,Fer4_21,4Fe-4S dicluster domain,Domain
PF17179.7,Fer4_22,4Fe-4S dicluster domain,Domain
PF18009.4,Fer4_23,4Fe-4S iron-sulfur cluster binding domain,Domain
PF18109.4,Fer4_24,Ferredoxin I 4Fe-4S cluster domain,Domain
PF12798.10,Fer4_3,4Fe-4S binding domain,Domain
PF12800.10,Fer4_4,4Fe-4S binding domain,Domain
PF12801.10,Fer4_5,4Fe-4S binding domain,Domain
PF12837.10,Fer4_6,4Fe-4S binding domain,Domain
PF12838.10,Fer4_7,4Fe-4S dicluster domain,Domain
PF13183.9,Fer4_8,4Fe-4S dicluster domain,Domain
PF13187.9,Fer4_9,4Fe-4S dicluster domain,Family
PF00142.21,Fer4_NifH,"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",Domain
PF08165.14,FerA,FerA (NUC095) domain,Domain
PF08150.15,FerB,FerB (NUC096) domain,Domain
PF08151.15,FerI,FerI (NUC094) domain,Domain
PF16165.8,Ferlin_C,Ferlin C-terminus,Family
PF09380.13,FERM_C,FERM C-terminal PH-like domain,Domain
PF16511.8,FERM_f0,N-terminal or F0 domain of Talin-head FERM,Domain
PF18379.4,FERM_F1,FERM F1 ubiquitin-like domain,Domain
PF18377.4,FERM_F2,FERM F2 acyl-CoA binding protein-like domain,Domain
PF00373.21,FERM_M,FERM central domain,Domain
PF09379.13,FERM_N,FERM N-terminal domain,Domain
PF18038.4,FERM_N_2,FERM N-terminal domain,Domain
PF16947.8,Ferredoxin_N,N-terminal region of 4Fe-4S ferredoxin iron-sulfur binding,Family
PF01794.22,Ferric_reduct,Ferric reductase like transmembrane component,Family
PF00210.27,Ferritin,Ferritin-like domain,Domain
PF12902.10,Ferritin-like,Ferritin-like,Domain
PF13668.9,Ferritin_2,Ferritin-like domain,Domain
PF00762.22,Ferrochelatase,Ferrochelatase,Domain
PF04060.16,FeS,Putative Fe-S cluster,Domain
PF08609.13,Fes1,Nucleotide exchange factor Fes1,Repeat
PF01883.22,FeS_assembly_P,Iron-sulfur cluster assembly protein,Domain
PF02941.18,FeThRed_A,Ferredoxin thioredoxin reductase variable alpha chain,Domain
PF02943.18,FeThRed_B,Ferredoxin thioredoxin reductase catalytic beta chain,Domain
PF07763.16,FEZ,FEZ-like protein,Family
PF06818.18,Fez1,Fez1,Coiled-coil
PF05996.15,Fe_bilin_red,Ferredoxin-dependent bilin reductase,Family
PF01325.22,Fe_dep_repress,"Iron dependent repressor, N-terminal DNA binding domain",Domain
PF02742.18,Fe_dep_repr_C,"Iron dependent repressor, metal binding and dimerisation domain",Domain
PF02906.17,Fe_hyd_lg_C,"Iron only hydrogenase large subunit, C-terminal domain",Domain
PF02256.20,Fe_hyd_SSU,Iron hydrogenase small subunit,Domain
PF01846.22,FF,FF domain,Family
PF01839.26,FG-GAP,FG-GAP repeat,Repeat
PF14312.9,FG-GAP_2,FG-GAP repeat,Repeat
PF13517.9,FG-GAP_3,FG-GAP-like repeat,Repeat
PF18072.4,FGAR-AT_linker,Formylglycinamide ribonucleotide amidotransferase linker domain,Domain
PF18076.4,FGAR-AT_N,Formylglycinamide ribonucleotide amidotransferase N-terminal,Domain
PF05013.15,FGase,N-formylglutamate amidohydrolase,Family
PF03781.19,FGE-sulfatase,Sulfatase-modifying factor enzyme 1,Domain
PF00167.21,FGF,Fibroblast growth factor,Domain
PF06473.15,FGF-BP1,FGF binding protein 1 (FGF-BP1),Family
PF02782.19,FGGY_C,"FGGY family of carbohydrate kinases, C-terminal domain",Domain
PF00370.24,FGGY_N,"FGGY family of carbohydrate kinases, N-terminal domain",Domain
PF02181.26,FH2,Formin Homology 2 Domain,Family
PF00498.29,FHA,FHA domain,Family
PF12401.11,FhaA_N,"FhaA, N-terminal domain",Family
PF17913.4,FHA_2,FHA domain,Domain
PF00771.23,FHIPEP,FHIPEP family,Family
PF06276.15,FhuF,Ferric iron reductase FhuF-like transporter,Family
PF11575.11,FhuF_C,FhuF 2Fe-2S C-terminal domain,Domain
PF15819.8,Fibin,Fin bud initiation factor homologue,Family
PF05427.14,FIBP,Acidic fibroblast growth factor binding (FIBP),Family
PF01269.20,Fibrillarin,Fibrillarin,Domain
PF10113.12,Fibrillarin_2,"FeGP cofactor biosynthesis protein, fibrillarin family",Family
PF18193.4,Fibrillin_U_N,Fibrillin 1 unique N-terminal domain,Domain
PF12160.11,Fibrinogen_aC,Fibrinogen alpha C domain,Domain
PF08017.14,Fibrinogen_BP,Fibrinogen binding protein,Repeat
PF00147.21,Fibrinogen_C,"Fibrinogen beta and gamma chains, C-terminal globular domain",Domain
PF07921.15,Fibritin_C,Fibritin C-terminal region,Family
PF07294.14,Fibroin_P25,Fibroin P25,Family
PF08702.13,Fib_alpha,Fibrinogen alpha/beta chain family,Coiled-coil
PF09603.13,Fib_succ_major,Fibrobacter succinogenes major domain (Fib_succ_major),Domain
PF02661.21,Fic,Fic/DOC family,Family
PF13784.9,Fic_N,Fic/DOC family N-terminal,Family
PF15941.8,FidL_like,FidL-like putative membrane protein,Family
PF12351.11,Fig1,Ca2+ regulator and membrane fusion protein Fig1,Family
PF13553.9,FIIND,Function to find,Family
PF06837.14,Fijivirus_P9-2,Fijivirus P9-2 protein,Family
PF05880.14,Fiji_64_capsid,Fijivirus 64 kDa capsid protein,Family
PF03516.16,Filaggrin,Filaggrin,Repeat
PF00038.24,Filament,Intermediate filament protein,Coiled-coil
PF04732.17,Filament_head,Intermediate filament head (DNA binding) region,Family
PF00630.22,Filamin,Filamin/ABP280 repeat,Domain
PF01611.19,Filo_glycop,Filovirus glycoprotein,Family
PF06389.14,Filo_VP24,Filovirus membrane-associated protein VP24,Family
PF02097.18,Filo_VP35,Filoviridae VP35,Family
PF08350.13,FilR1_middle,"Methanogenesis regulatory protein FilR1, middle domain",Family
PF05594.17,Fil_haemagg,Haemagglutinin repeat,Repeat
PF13332.9,Fil_haemagg_2,Hemagglutinin repeat,Repeat
PF09222.13,Fim-adh_lectin,"Fimbrial adhesin F17-AG, lectin domain",Domain
PF16970.8,FimA,"Type-1 fimbrial protein, A",Family
PF00419.23,Fimbrial,Fimbrial protein,Domain
PF04449.15,Fimbrial_CS1,CS1 type fimbrial major subunit,Family
PF02432.18,Fimbrial_K88,"Fimbrial, major and minor subunit",Family
PF14481.9,Fimbrial_PilY2,Type 4 fimbrial biogenesis protein PilY2,Family
PF15495.9,Fimbrillin_C,"Major fimbrial subunit protein type IV, Fimbrillin, C-terminal",Domain
PF09160.13,FimH_man-bind,"FimH, mannose binding",Domain
PF17672.4,FIMP,Fertilisation-influencing membrane protein,Family
PF10955.11,Fin,Anti-sigma-F factor Fin,Family
PF17300.5,FIN1,Filaments in between nuclei protein-1,Family
PF12602.11,FinO_N,Fertility inhibition protein N terminal,Family
PF05182.16,Fip1,Fip1 motif,Motif
PF14853.9,Fis1_TPR_C,Fis1 C-terminal tetratricopeptide repeat,Repeat
PF14852.9,Fis1_TPR_N,Fis1 N-terminal tetratricopeptide repeat,Repeat
PF14484.9,FISNA,Fish-specific NACHT associated domain,Family
PF08495.13,FIST,FIST N domain,Domain
PF10442.12,FIST_C,FIST C domain,Domain
PF17357.5,FIT1_2,Facilitor Of iron transport 1 and 2,Family
PF07554.16,FIVAR,FIVAR domain,Domain
PF11614.11,FixG_C,"IG-like fold at C-terminal of FixG, putative oxidoreductase",Domain
PF05751.14,FixH,FixH,Family
PF02433.18,FixO,"Cytochrome C oxidase, mono-heme subunit/FixO",Family
PF14715.9,FixP_N,"N-terminal domain of cytochrome oxidase-cbb3, FixP",Domain
PF05545.14,FixQ,Cbb3-type cytochrome oxidase component FixQ,Family
PF03597.18,FixS,Cytochrome oxidase maturation protein cbb3-type,Family
PF18046.4,FKBP26_C,FKBP26_C-terminal,Domain
PF00254.31,FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase,Domain
PF01346.21,FKBP_N,Domain amino terminal to FKBP-type peptidyl-prolyl isomerase,Domain
PF18023.4,FKBP_N_2,BDBT FKBP like N-terminal,Domain
PF14288.9,FKS1_dom1,"1,3-beta-glucan synthase subunit FKS1, domain-1",Family
PF19737.2,FKTN_N,Fukutin N-terminal,Domain
PF04620.15,FlaA,Flagellar filament outer layer protein Flaa,Family
PF05377.14,FlaC_arch,Flagella accessory protein C (FlaC),Coiled-coil
PF07559.17,FlaE,Flagellar basal body protein FlaE,Family
PF07309.14,FlaF,Flagellar protein FlaF,Family
PF03646.18,FlaG,FlaG protein,Family
PF03614.16,Flag1_repress,Repressor of phase-1 flagellin,Family
PF12611.11,Flagellar_put,Putative flagellar,Family
PF05149.15,Flagellar_rod,Paraflagellar rod protein,Family
PF00700.24,Flagellin_C,Bacterial flagellin C-terminal helical region,Family
PF08884.14,Flagellin_D3,Flagellin D3 domain,Domain
PF07196.16,Flagellin_IN,Flagellin hook IN motif,Motif
PF00669.23,Flagellin_N,Bacterial flagellin N-terminal helical region,Family
PF01613.21,Flavin_Reduct,Flavin reductase like domain,Domain
PF01003.22,Flavi_capsid,Flavivirus capsid protein C,Family
PF07652.17,Flavi_DEAD,Flavivirus DEAD domain,Domain
PF00869.23,Flavi_glycoprot,"Flavivirus glycoprotein, central and dimerisation domains",Domain
PF02832.19,Flavi_glycop_C,"Flavivirus glycoprotein, immunoglobulin-like domain",Domain
PF01004.22,Flavi_M,Flavivirus envelope glycoprotein M,Family
PF00948.24,Flavi_NS1,Flavivirus non-structural Protein NS1,Family
PF01005.22,Flavi_NS2A,Flavivirus non-structural protein NS2A,Family
PF01002.22,Flavi_NS2B,Flavivirus non-structural protein NS2B,Family
PF01350.20,Flavi_NS4A,Flavivirus non-structural protein NS4A,Family
PF01349.20,Flavi_NS4B,Flavivirus non-structural protein NS4B,Family
PF00972.23,Flavi_NS5,"Flavivirus RNA-directed RNA polymerase, fingers and palm domains",Domain
PF20483.1,Flavi_NS5_thumb,"Flavivirus RNA-directed RNA polymerase, thumb domain",Domain
PF01570.20,Flavi_propep,Flavivirus polyprotein propeptide,Family
PF00258.28,Flavodoxin_1,Flavodoxin,Domain
PF02525.20,Flavodoxin_2,Flavodoxin-like fold,Domain
PF12641.10,Flavodoxin_3,Flavodoxin domain,Domain
PF12682.10,Flavodoxin_4,Flavodoxin,Domain
PF12724.10,Flavodoxin_5,Flavodoxin domain,Domain
PF07972.14,Flavodoxin_NdrI,NrdI Flavodoxin like,Domain
PF01687.20,Flavokinase,Riboflavin kinase,Domain
PF02441.22,Flavoprotein,Flavoprotein,Family
PF06289.14,FlbD,Flagellar and Swarming motility proteins,Family
PF07378.14,FlbT,Flagellar protein FlbT,Family
PF06490.14,FleQ,Flagellar regulatory protein FleQ,Domain
PF00286.23,Flexi_CP,Viral coat protein,Domain
PF08358.13,Flexi_CP_N,Carlavirus coat,Family
PF03963.17,FlgD,Flagellar hook capping protein - N-terminal region,Family
PF13860.9,FlgD_ig,FlgD Ig-like domain,Domain
PF13861.9,FLgD_tudor,FlgD Tudor-like domain,Domain
PF02107.19,FlgH,Flagellar L-ring protein,Family
PF02119.19,FlgI,Flagellar P-ring protein,Family
PF04316.16,FlgM,"Anti-sigma-28 factor, FlgM",Family
PF05130.15,FlgN,FlgN protein,Family
PF17680.4,FlgO,FlgO protein,Domain
PF16538.8,FlgT_C,"Flagellar assembly protein T, C-terminal domain",Domain
PF16539.8,FlgT_M,"Flagellar assembly protein T, middle domain",Domain
PF16548.8,FlgT_N,"Flagellar assembly protein T, N-terminal domain",Domain
PF06429.16,Flg_bbr_C,Flagellar basal body rod FlgEFG protein C-terminal,Domain
PF00460.23,Flg_bb_rod,Flagella basal body rod protein,Family
PF02120.19,Flg_hook,Flagellar hook-length control protein FliK,Domain
PF09479.13,Flg_new,Listeria-Bacteroides repeat domain (List_Bact_rpt),Domain
PF18998.3,Flg_new_2,Divergent InlB B-repeat domain,Domain
PF05280.14,FlhC,Flagellar transcriptional activator (FlhC),Family
PF05247.16,FlhD,Flagellar transcriptional activator (FlhD),Family
PF06366.16,FlhE,Flagellar protein FlhE,Family
PF12445.11,FliC,Flagellin protein,Family
PF12613.11,FliC_SP,Flagellin structural protein,Family
PF07195.15,FliD_C,Flagellar hook-associated protein 2 C-terminus,Family
PF02465.21,FliD_N,Flagellar hook-associated protein 2 N-terminus,Family
PF02049.21,FliE,Flagellar hook-basal body complex protein FliE,Family
PF01706.19,FliG_C,FliG C-terminal domain,Domain
PF14841.9,FliG_M,FliG middle domain,Family
PF14842.9,FliG_N,FliG N-terminal domain,Family
PF02108.19,FliH,Flagellar assembly protein FliH,Family
PF02050.19,FliJ,Flagellar FliJ protein,Coiled-coil
PF03748.17,FliL,Flagellar basal body-associated protein FliL,Family
PF10306.12,FLILHELTA,Hypothetical protein FLILHELTA,Family
PF02154.18,FliM,Flagellar motor switch protein FliM,Family
PF01052.23,FliMN_C,Type III flagellar switch regulator (C-ring) FliN C-term,Family
PF16973.8,FliN_N,Flagellar motor switch protein FliN N-terminal,Domain
PF04347.16,FliO,"Flagellar biosynthesis protein, FliO",Family
PF00813.23,FliP,FliP family,Family
PF02561.17,FliS,Flagellar protein FliS,Family
PF16522.8,FliS_cochap,"Flagellar FLiS export co-chaperone, HP1076",Domain
PF05400.16,FliT,Flagellar protein FliT,Family
PF02623.18,FliW,FliW protein,Family
PF10768.12,FliX,Class II flagellar assembly regulator,Family
PF10182.12,Flo11,Flo11 domain,Domain
PF12127.11,FloA,Flotillin-like protein FloA,Family
PF00624.21,Flocculin,Flocculin repeat,Repeat
PF13928.9,Flocculin_t3,Flocculin type 3 repeat,Repeat
PF15975.8,Flot,Flotillin,Family
PF16982.8,Flp1_like,"Putative Flagellin, Flp1-like, domain",Family
PF02662.19,FlpD,"Methyl-viologen-reducing hydrogenase, delta subunit",Family
PF05202.15,Flp_C,Recombinase Flp protein,Family
PF04964.17,Flp_Fap,Flp/Fap pilin component,Family
PF03930.17,Flp_N,Recombinase Flp protein N-terminus,Domain
PF02947.17,Flt3_lig,flt3 ligand,Domain
PF17891.4,FluMu_N,Mu-like prophage FluMu N-terminal domain,Domain
PF04772.15,Flu_B_M2,Influenza B matrix protein 2 (BM2),Family
PF02942.17,Flu_B_NS1,Influenza B non-structural protein (NS1),Family
PF03506.16,Flu_C_NS1,Influenza C non-structural protein (NS1),Family
PF03555.17,Flu_C_NS2,Influenza C non-structural protein (NS2),Family
PF00598.22,Flu_M1,Influenza Matrix protein (M1),Domain
PF08289.14,Flu_M1_C,Influenza Matrix protein (M1) C-terminal domain,Domain
PF00599.20,Flu_M2,Influenza Matrix protein (M2),Family
PF00506.21,Flu_NP,Influenza virus nucleoprotein,Family
PF00600.22,Flu_NS1,Influenza non-structural protein (NS1),Family
PF00601.22,Flu_NS2,Influenza non-structural protein (NS2),Family
PF00603.20,Flu_PA,Influenza RNA-dependent RNA polymerase subunit PA,Family
PF00602.20,Flu_PB1,Influenza RNA-dependent RNA polymerase subunit PB1,Family
PF00604.20,Flu_PB2,Influenza RNA-dependent RNA polymerase subunit PB2,Family
PF14282.9,FlxA,FlxA-like protein,Coiled-coil
PF04500.19,FLYWCH,FLYWCH zinc finger domain,Domain
PF15423.9,FLYWCH_N,FLYWCH-type zinc finger-containing protein,Family
PF16662.8,FLYWCH_u,FLYWCH-type zinc finger-containing protein 1,Disordered
