rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF03114,RT-1 RNA,Gene; sRNA;,6,110,645,107.5,90,Rfam full
RF00253,mir-101 microRNA precursor family,Gene; miRNA;,277,75,20581,74.3,85,Rfam full
RF03115,KDPG-aldolase RNA,Gene; sRNA;,57,124,4812,84.4,73,Rfam full
RF03116,Alphacoronavirus 5'UTR,Cis-reg;,44,444,13456,305.8,51,Rfam full
RF03117,Betacoronavirus 5'UTR,Cis-reg;,39,422,11587,297.1,47,Rfam full
RF03118,Gammacoronavirus 5'UTR,Cis-reg;,9,252,1729,192.1,73,Rfam full
RF03119,Deltacoronavirus 5'UTR,Cis-reg;,14,331,3883,277.4,46,Rfam full
RF03121,Alphacoronavirus 3'UTR,Cis-reg;,45,542,13038,289.7,51,Rfam full
RF03120,Sarbecovirus 5'UTR,Cis-reg;,103,308,30053,291.8,96,Rfam full
RF03122,Betacoronavirus 3'UTR,Cis-reg;,39,438,12239,313.8,54,Rfam full
RF03124,Deltacoronavirus 3'UTR,Cis-reg;,14,494,5473,390.9,55,Rfam full
RF03123,Gammacoronavirus 3'UTR,Cis-reg;,10,292,2735,273.5,78,Rfam full
RF00252,Alfalfa mosaic virus coat protein binding (CPB) RNA,Cis-reg;,19,190,3447,181.4,85,Rfam full
RF00612,Small nucleolar RNA SNORD75,Gene; snRNA; snoRNA; CD-box;,131,92,8534,65.1,81,Rfam full
RF00101,SraC/RyeA RNA,Gene; sRNA;,198,336,28359,143.2,60,Rfam full
RF03126,L20-Deltaproteobacteria ribosomal protein leader,Cis-reg; leader;,150,124,10370,69.1,68,Rfam full
RF03125,Sarbecovirus 3'UTR,Cis-reg;,97,368,32114,331.1,98,Rfam full
RF03128,L31-Coriobacteria ribosomal protein leader,Cis-reg; leader;,128,40,4249,33.2,73,Rfam full
RF03127,L13-Bacteroidia ribosomal protein leader,Cis-reg; leader;,422,107,31838,75.4,62,Rfam full
RF03130,L19-Flavobacteria ribosomal protein leader,Cis-reg; leader;,684,53,19258,28.2,82,Rfam full
RF03129,L31-Corynebacteriaceae ribosomal protein leader,Cis-reg; leader;,168,191,12762,76.0,67,Rfam full
RF03132,L17-Actino-Proteobacteria ribosomal protein leader,Cis-reg; leader;,644,105,36217,56.2,70,Rfam full
RF03131,L25-Gammaproteobacteria ribosomal protein leader,Cis-reg; leader;,506,28,13162,26.0,90,Rfam full
RF03133,S4-Fusobacteriales ribosomal protein leader,Cis-reg; leader;,102,107,6544,64.2,69,Rfam full
RF03134,S6-S18-Chlorobi ribosomal protein leader,Cis-reg; leader;,46,100,3586,78.0,67,Rfam full
RF00255,mir-218 microRNA precursor family,Gene; miRNA;,305,101,24736,81.1,80,Rfam full
RF03135,L4-Archaeoglobi ribosomal protein leades,Cis-reg; leader;,463,197,44132,95.3,59,Rfam full
RF03136,S10-Clostridia ribosomal protein leader,Cis-reg; leader;,669,300,60043,89.8,64,Rfam full
RF03137,S15-Methanomicrobia ribosomal protein leader,Cis-reg; leader;,114,168,9083,79.7,72,Rfam full
RF03138,S16-Flavobacteria ribosomal protein leader,Cis-reg; leader;,281,49,9818,34.9,83,Rfam full
RF03139,S4-Bacteroidia ribosomal protein leader,Cis-reg; leader;,288,92,10108,35.1,77,Rfam full
RF03140,S4-Clostridia ribosomal protein leader,Cis-reg; leader;,179,224,11655,65.1,52,Rfam full
RF03141,S4-Flavobacteria ribosomal protein leader,Cis-reg; leader;,436,51,14946,34.3,81,Rfam full
RF03142,L2-Alphaproteobacteria ribosomal protein leader,Cis-reg; leader;,622,362,45636,73.4,63,Rfam full
RF03143,S15-Halobacteria ribosomal protein leader,Cis-reg; leader;,300,173,20570,68.6,73,Rfam full
RF03145,RAGATH-14 RNA,Gene; sRNA;,15,282,3020,201.3,69,Rfam full
RF00254,mir-16 microRNA precursor family,Gene; miRNA;,525,125,41990,80.0,67,Rfam full
RF03144,eL15-Euryarchaeota ribosomal protein leader,Cis-reg; leader;,642,290,37198,57.9,52,Rfam full
RF03146,RAGATH-9 RNA,Gene; sRNA;,53,211,8760,165.3,64,Rfam full
RF03148,RAGATH-11 RNA,Gene; sRNA;,10,128,1158,115.8,66,Rfam full
RF03147,RAGATH-10 RNA,Gene; sRNA;,150,121,12814,85.4,74,Rfam full
RF03150,RAGATH-15 RNA,Gene; sRNA;,14,375,4165,297.5,59,Rfam full
RF03149,RAGATH-12 RNA,Gene; sRNA;,24,85,1902,79.2,87,Rfam full
RF03151,Cyanobacterial ribosomal protein S1 leader,Cis-reg; leader;,42,91,3432,81.7,57,Rfam full
RF03152,RAGATH-1 hammerhead ribozyme,Gene; ribozyme;,16,146,1286,80.4,67,Rfam full
RF03153,RAGATH-4 RNA,Gene; sRNA;,15,141,1981,132.1,75,Rfam full
RF03155,TD-1 RNA,Cis-reg;,137,270,17610,128.5,62,Rfam full
RF00013,6S / SsrS RNA,Gene;,3786,495,684935,180.9,42,Rfam full
RF03157,L31-Gammaproteobacteria ribosomal protein leader,Cis-reg; leader;,1052,114,56981,54.2,66,Rfam full
RF03158,L31-Actinobacteria ribosomal protein leader,Cis-reg; leader;,1487,157,73000,49.1,68,Rfam full
RF03159,RAGATH-7 RNA,Gene; sRNA;,44,364,9223,209.6,66,Rfam full
RF03160,type-P1 twister ribozyme,Gene; ribozyme;,2721,200,186735,68.6,72,Rfam full
RF03161,S15-Flavobacteria ribosomal protein leader,Cis-reg; leader;,1172,171,73092,62.4,74,Rfam full
RF03162,TD-2 RNA,Gene; sRNA;,272,183,27613,101.5,54,Rfam full
RF03163,"a1, b1 targets of C4 antisense RNA",Gene; antisense;,457,73,24198,52.9,62,Rfam full
RF03164,NiCo-AnGGAG riboswitch,Cis-reg;,20,137,1761,88.0,69,Rfam full
RF03166,glycine-GGAnGA riboswitch,Cis-reg;,48,361,9000,187.5,61,Rfam full
RF03168,c-di-GMP-I-UAU riboswitch,Cis-reg;,23,88,1844,80.2,62,Rfam full
RF00018,CsrB/RsmB RNA family,Gene; sRNA;,292,1252,96283,329.7,49,Rfam full
RF03167,c-di-GMP-I-GGC riboswitch,Cis-reg;,843,207,74425,88.3,60,Rfam full
RF03165,2dG-II purine riboswitch,Cis-reg;,89,78,6323,71.0,65,Rfam full
RF03170,c-di-GMP-II-GCG riboswitch,Cis-reg;,415,187,37217,89.7,60,Rfam full
RF03169,c-di-GMP-II-GAG riboswitch,Cis-reg;,641,221,58715,91.6,56,Rfam full
RF03171,mir-1012 microRNA precursor family,Gene; miRNA;,4,59,234,58.5,99,Rfam full
RF03696,mir-4904 microRNA precursor family,Gene; miRNA;,3,79,237,79.0,98,Rfam full
RF03751,mir-7445 microRNA precursor family,Gene; miRNA;,6,60,360,60.0,90,Rfam full
RF03202,mir-555 microRNA precursor family,Gene; miRNA;,12,89,1061,88.4,98,Rfam full
RF03203,mir-3070 microRNA precursor family,Gene; miRNA;,11,91,982,89.3,91,Rfam full
RF03204,mir-4510 microRNA precursor family,Gene; miRNA;,12,72,853,71.1,93,Rfam full
RF00019,Y RNA,Gene;,8621,546,892889,103.6,60,Rfam full
RF03207,mir-3960 microRNA precursor family,Gene; miRNA;,13,73,925,71.2,91,Rfam full
RF03208,mir-1781 microRNA precursor family,Gene; miRNA;,47,89,3991,84.9,90,Rfam full
RF03209,MIR9657 microRNA precursor family,Gene; miRNA;,31,99,2631,84.9,76,Rfam full
RF03210,mir-7359 microRNA precursor family,Gene; miRNA;,11,56,616,56.0,98,Rfam full
RF03211,mir-666 microRNA precursor family,Gene; miRNA;,7,86,602,86.0,99,Rfam full
RF03212,mir-2788 microRNA precursor family,Gene; miRNA;,32,118,3047,95.2,73,Rfam full
RF03213,mir-5885 microRNA precursor family,Gene; miRNA;,37,65,2403,64.9,84,Rfam full
RF03214,mir-769 microRNA precursor family,Gene; miRNA;,42,103,3382,80.5,88,Rfam full
RF03215,mir-5360 microRNA precursor family,Gene; miRNA;,18,81,1438,79.9,91,Rfam full
RF03216,mir-BART10 microRNA precursor family,Gene; miRNA;,5,80,400,80.0,93,Rfam full
RF00020,U5 spliceosomal RNA,Gene; snRNA; splicing;,7681,441,889083,115.8,57,Rfam full
RF03217,mir-3167 microRNA precursor family,Gene; miRNA;,9,59,531,59.0,98,Rfam full
RF03219,mir-602 microRNA precursor family,Gene; miRNA;,7,85,593,84.7,94,Rfam full
RF03220,mir-2582 microRNA precursor family,Gene; miRNA;,7,81,559,79.9,88,Rfam full
RF03218,mir-3015 microRNA precursor family,Gene; miRNA;,83,64,4727,57.0,80,Rfam full
RF03221,mir-6715 microRNA precursor family,Gene; miRNA;,13,57,741,57.0,95,Rfam full
RF03222,mir-4900 microRNA precursor family,Gene; miRNA;,18,75,1347,74.8,80,Rfam full
RF03223,mir-2209 microRNA precursor family,Gene; miRNA;,4,63,252,63.0,87,Rfam full
RF03224,MIR9560 microRNA precursor family,Gene; miRNA;,16,106,1534,95.9,90,Rfam full
RF03226,mir-8196 microRNA precursor family,Gene; miRNA;,8,68,522,65.2,92,Rfam full
RF03225,mir-2763 microRNA precursor family,Gene; miRNA;,9,83,714,79.3,87,Rfam full
RF00917,microRNA mir-708,Gene; miRNA;,93,93,7853,84.4,84,Rfam full
RF03228,mir-1471 microRNA precursor family,Gene; miRNA;,12,57,684,57.0,96,Rfam full
RF03227,mir-2528 microRNA precursor family,Gene; miRNA;,117,126,13682,116.9,96,Rfam full
RF03229,mir-1297 microRNA precursor family,Gene; miRNA;,28,77,2151,76.8,94,Rfam full
RF03230,mir-967 microRNA precursor family,Gene; miRNA;,5,90,450,90.0,99,Rfam full
RF03231,mir-4523 microRNA precursor family,Gene; miRNA;,12,69,828,69.0,98,Rfam full
RF03232,mir-6526 microRNA precursor family,Gene; miRNA;,21,84,1663,79.2,88,Rfam full
RF03233,hvt-mir-H16 microRNA precursor family,Gene; miRNA;,6,64,384,64.0,96,Rfam full
RF03234,mir-2813 microRNA precursor family,Gene; miRNA;,7,67,469,67.0,99,Rfam full
RF03235,mir-2543 microRNA precursor family,Gene; miRNA;,10,118,1162,116.2,97,Rfam full
RF03236,mir-1206 microRNA precursor family,Gene; miRNA;,11,58,637,57.9,95,Rfam full
RF00918,microRNA mir-872,Gene; miRNA;,43,144,3540,82.3,72,Rfam full
RF03237,MIR6425 microRNA precursor family,Gene; miRNA;,14,125,1750,125.0,98,Rfam full
RF03238,mir-1542 microRNA precursor family,Gene; miRNA;,6,72,432,72.0,93,Rfam full
RF03239,mir-963 microRNA precursor family,Gene; miRNA;,4,82,328,82.0,98,Rfam full
RF03240,MIR5534 microRNA precursor family,Gene; miRNA;,66,116,6709,101.7,85,Rfam full
RF03241,mir-1789 microRNA precursor family,Gene; miRNA;,37,63,2331,63.0,97,Rfam full
RF03242,mir-1397 microRNA precursor family,Gene; miRNA;,60,84,5040,84.0,97,Rfam full
RF03244,mir-4798 microRNA precursor family,Gene; miRNA;,12,76,900,75.0,91,Rfam full
RF03243,mir-2731 microRNA precursor family,Gene; miRNA;,10,91,905,90.5,96,Rfam full
RF03247,mir-1324 microRNA precursor family,Gene; miRNA;,62,95,5639,91.0,90,Rfam full
RF03246,MIR1515 microRNA precursor family,Gene; miRNA;,6,137,822,137.0,95,Rfam full
RF00919,microRNA mir-874,Gene; miRNA;,50,78,3849,77.0,98,Rfam full
RF03249,mir-2114 microRNA precursor family,Gene; miRNA;,17,85,1423,83.7,95,Rfam full
RF03248,MIR9772 microRNA precursor family,Gene; miRNA;,22,113,2058,93.5,86,Rfam full
RF03251,mir-4446 microRNA precursor family,Gene; miRNA;,14,82,1133,80.9,99,Rfam full
RF03252,mir-678 microRNA precursor family,Gene; miRNA;,4,78,312,78.0,93,Rfam full
RF03253,mir-4654 microRNA precursor family,Gene; miRNA;,11,76,836,76.0,95,Rfam full
RF03254,mir-9460 microRNA precursor family,Gene; miRNA;,58,69,3943,68.0,97,Rfam full
RF03255,mir-2188 microRNA precursor family,Gene; miRNA;,83,79,6433,77.5,87,Rfam full
RF03256,mir-1286 microRNA precursor family,Gene; miRNA;,13,76,987,75.9,96,Rfam full
RF03259,MIR1514 microRNA precursor family,Gene; miRNA;,6,110,624,104.0,94,Rfam full
RF03260,mir-8229 microRNA precursor family,Gene; miRNA;,12,59,707,58.9,83,Rfam full
RF00974,microRNA mir-607,Gene; miRNA;,8,91,728,91.0,95,Rfam full
RF00613,Small nucleolar RNA SNORD94,Gene; snRNA; snoRNA; CD-box;,148,188,20482,138.4,73,Rfam full
RF03261,mir-1759 microRNA precursor family,Gene; miRNA;,45,81,3371,74.9,90,Rfam full
RF03262,mir-1181 microRNA precursor family,Gene; miRNA;,8,81,647,80.9,97,Rfam full
RF03263,MIR861 microRNA precursor family,Gene; miRNA;,4,111,428,107.0,94,Rfam full
RF03264,MIR1024 microRNA precursor family,Gene; miRNA;,4,109,416,104.0,89,Rfam full
RF03265,mir-1460 microRNA precursor family,Gene; miRNA;,46,93,4187,91.0,95,Rfam full
RF03808,mir-3957 microRNA precursor family,Gene; miRNA;,6,77,462,77.0,94,Rfam full
RF03806,mir-2007 microRNA precursor family,Gene; miRNA;,4,90,357,89.2,98,Rfam full
RF03266,mir-2943 microRNA precursor family,Gene; miRNA;,28,85,1925,68.8,88,Rfam full
RF03267,mir-645 microRNA precursor family,Gene; miRNA;,8,77,616,77.0,99,Rfam full
RF03268,mir-1911 microRNA precursor family,Gene; miRNA;,11,59,649,59.0,98,Rfam full
RF00976,microRNA mir-583,Gene; miRNA;,12,75,895,74.6,95,Rfam full
RF03270,MIR3712 microRNA precursor family,Gene; miRNA;,4,65,260,65.0,95,Rfam full
RF03269,mir-5697 microRNA precursor family,Gene; miRNA;,11,72,640,58.2,88,Rfam full
RF03271,mir-1247 microRNA precursor family,Gene; miRNA;,32,74,2317,72.4,96,Rfam full
RF03272,mir-2187 microRNA precursor family,Gene; miRNA;,25,62,1550,62.0,91,Rfam full
RF03274,mir-1238 microRNA precursor family,Gene; miRNA;,11,85,917,83.4,93,Rfam full
RF03275,mir-2542 microRNA precursor family,Gene; miRNA;,10,90,855,85.5,96,Rfam full
RF03277,mir-5886 microRNA precursor family,Gene; miRNA;,41,89,3648,89.0,90,Rfam full
RF03278,mir-980 microRNA precursor family,Gene; miRNA;,82,113,6613,80.6,65,Rfam full
RF03276,mir-2232 microRNA precursor family,Gene; miRNA;,4,91,354,88.5,78,Rfam full
RF03280,mir-7583 microRNA precursor family,Gene; miRNA;,19,59,1106,58.2,82,Rfam full
RF00975,microRNA MIR845_2,Gene; miRNA;,88,176,11515,130.9,85,Rfam full
RF03279,mir-1193 microRNA precursor family,Gene; miRNA;,44,82,3558,80.9,91,Rfam full
RF03281,mir-596 microRNA precursor family,Gene; miRNA;,8,73,584,73.0,95,Rfam full
RF03285,mir-564 microRNA precursor family,Gene; miRNA;,11,82,902,82.0,94,Rfam full
RF03284,mir-4637 microRNA precursor family,Gene; miRNA;,10,84,831,83.1,95,Rfam full
RF03286,MIR6146 microRNA precursor family,Gene; miRNA;,9,75,675,75.0,82,Rfam full
RF03287,mir-5904 microRNA precursor family,Gene; miRNA;,44,85,3672,83.5,89,Rfam full
RF03283,mir-1010 microRNA precursor family,Gene; miRNA;,16,94,1461,91.3,95,Rfam full
RF03289,mir-1205 microRNA precursor family,Gene; miRNA;,11,63,689,62.6,100,Rfam full
RF03304,mir-1744 microRNA precursor family,Gene; miRNA;,30,81,2205,73.5,92,Rfam full
RF03305,mir-3338 microRNA precursor family,Gene; miRNA;,8,84,667,83.4,89,Rfam full
RF01029,microRNA mir-649,Gene; miRNA;,16,127,1636,102.2,79,Rfam full
RF03307,mir-1825 microRNA precursor family,Gene; miRNA;,10,52,520,52.0,97,Rfam full
RF03306,mir-3923 microRNA precursor family,Gene; miRNA;,8,83,664,83.0,94,Rfam full
RF03308,MIR848 microRNA precursor family,Gene; miRNA;,4,97,386,96.5,93,Rfam full
RF03309,mir-4791 microRNA precursor family,Gene; miRNA;,10,84,840,84.0,96,Rfam full
RF03310,mir-1544 microRNA precursor family,Gene; miRNA;,26,61,1539,59.2,87,Rfam full
RF03313,mir-1468 microRNA precursor family,Gene; miRNA;,28,86,2405,85.9,94,Rfam full
RF03314,mir-1908 microRNA precursor family,Gene; miRNA;,10,73,730,73.0,96,Rfam full
RF03315,mir-723 microRNA precursor family,Gene; miRNA;,24,63,1428,59.5,86,Rfam full
RF03316,mir-1263 microRNA precursor family,Gene; miRNA;,7,84,588,84.0,98,Rfam full
RF03317,mir-4874 microRNA precursor family,Gene; miRNA;,3,94,282,94.0,96,Rfam full
RF01030,microRNA mir-422,Gene; miRNA;,12,85,1020,85.0,96,Rfam full
RF03318,mir-2208 microRNA precursor family,Gene; miRNA;,4,61,244,61.0,91,Rfam full
RF03319,mir-989 microRNA precursor family,Gene; miRNA;,58,283,7423,128.0,63,Rfam full
RF03321,mir-1006 microRNA precursor family,Gene; miRNA;,15,80,1155,77.0,95,Rfam full
RF03320,mir-1743 microRNA precursor family,Gene; miRNA;,54,80,4265,79.0,98,Rfam full
RF03322,mir-1641 microRNA precursor family,Gene; miRNA;,51,85,4335,85.0,99,Rfam full
RF03325,mir-4872 microRNA precursor family,Gene; miRNA;,39,87,2960,75.9,83,Rfam full
RF03323,mir-3613 microRNA precursor family,Gene; miRNA;,36,86,3075,85.4,97,Rfam full
RF03326,mir-312 microRNA precursor family,Gene; miRNA;,11,69,722,65.6,86,Rfam full
RF03324,mir-1288 microRNA precursor family,Gene; miRNA;,10,74,740,74.0,98,Rfam full
RF03327,mir-1266 microRNA precursor family,Gene; miRNA;,13,82,1063,81.8,96,Rfam full
RF01031,microRNA mir-639,Gene; miRNA;,33,103,3213,97.4,76,Rfam full
RF03328,mir-606 microRNA precursor family,Gene; miRNA;,8,84,672,84.0,98,Rfam full
RF03329,mir-4743 microRNA precursor family,Gene; miRNA;,16,101,1584,99.0,95,Rfam full
RF03330,mir-750 microRNA precursor family,Gene; miRNA;,11,92,895,81.4,76,Rfam full
RF03331,mir-247 microRNA precursor family,Gene; miRNA;,4,89,356,89.0,76,Rfam full
RF03332,mir-2237 microRNA precursor family,Gene; miRNA;,7,92,634,90.6,77,Rfam full
RF03333,mir-2820 microRNA precursor family,Gene; miRNA;,35,90,2899,82.8,96,Rfam full
RF03334,MIR391 microRNA precursor family,Gene; miRNA;,16,111,1653,103.3,89,Rfam full
RF03335,MIR2950 microRNA precursor family,Gene; miRNA;,18,108,1787,99.3,88,Rfam full
RF03336,mir-1322 microRNA precursor family,Gene; miRNA;,12,69,827,68.9,96,Rfam full
RF03338,MIR4416 microRNA precursor family,Gene; miRNA;,15,203,2146,143.1,72,Rfam full
RF01090,Edr gene ribosomal frameshift signal,Cis-reg; frameshift_element;,43,69,2839,66.0,94,Rfam full
RF03337,mir-6505 microRNA precursor family,Gene; miRNA;,10,68,680,68.0,98,Rfam full
RF03339,mir-3047 microRNA precursor family,Gene; miRNA;,5,64,305,61.0,92,Rfam full
RF03340,mir-6511 microRNA precursor family,Gene; miRNA;,20,67,1340,67.0,97,Rfam full
RF03341,mir-943 microRNA precursor family,Gene; miRNA;,8,98,769,96.1,98,Rfam full
RF03342,mir-1467 microRNA precursor family,Gene; miRNA;,49,94,4558,93.0,95,Rfam full
RF03343,mir-3347 microRNA precursor family,Gene; miRNA;,7,106,742,106.0,98,Rfam full
RF03345,MIR3444 microRNA precursor family,Gene; miRNA;,5,104,494,98.8,82,Rfam full
RF03344,mir-5365 microRNA precursor family,Gene; miRNA;,4,78,311,77.8,98,Rfam full
RF03347,mir-2816 microRNA precursor family,Gene; miRNA;,56,76,4097,73.2,88,Rfam full
RF03349,mir-3151 microRNA precursor family,Gene; miRNA;,10,108,863,86.3,94,Rfam full
RF01089,Pseudoknot of the regulatory region of the repBA gene,Cis-reg;,45,146,5535,123.0,60,Rfam full
RF03348,mir-667 microRNA precursor family,Gene; miRNA;,7,92,644,92.0,99,Rfam full
RF03346,mir-881 microRNA precursor family,Gene; miRNA;,4,78,310,77.5,94,Rfam full
RF03351,MIR6020 microRNA precursor family,Gene; miRNA;,3,110,328,109.3,91,Rfam full
RF03350,mir-3851 microRNA precursor family,Gene; miRNA;,12,95,1134,94.5,92,Rfam full
RF03352,mir-4869 microRNA precursor family,Gene; miRNA;,3,78,234,78.0,96,Rfam full
RF03353,MIR5291 microRNA precursor family,Gene; miRNA;,45,77,2926,65.0,85,Rfam full
RF03355,mir-2008 microRNA precursor family,Gene; miRNA;,5,87,427,85.4,85,Rfam full
RF03356,mir-4782 microRNA precursor family,Gene; miRNA;,10,79,790,79.0,100,Rfam full
RF03354,mir-459 microRNA precursor family,Gene; miRNA;,17,82,1342,78.9,79,Rfam full
RF03357,mir-1842 microRNA precursor family,Gene; miRNA;,18,60,1080,60.0,97,Rfam full
RF01091,3'-terminal pseudoknot in SPCSV,Cis-reg;,6,96,393,65.5,63,Rfam full
RF03359,mir-1729 microRNA precursor family,Gene; miRNA;,50,71,3548,71.0,97,Rfam full
RF03358,mir-634 microRNA precursor family,Gene; miRNA;,8,88,704,88.0,98,Rfam full
RF03360,mir-3156 microRNA precursor family,Gene; miRNA;,23,86,1775,77.2,95,Rfam full
RF03361,mir-3136 microRNA precursor family,Gene; miRNA;,12,78,936,78.0,95,Rfam full
RF03362,mir-9436 microRNA precursor family,Gene; miRNA;,28,66,1848,66.0,93,Rfam full
RF03363,mir-6129 microRNA precursor family,Gene; miRNA;,9,92,828,92.0,98,Rfam full
RF03862,MIR5274 microRNA precursor family,Gene; miRNA;,4,95,380,95.0,89,Rfam full
RF03864,mir-BART9 microRNA precursor family,Gene; miRNA;,7,90,613,87.6,77,Rfam full
RF03916,MIR400 microRNA precursor family,Gene; miRNA;,8,108,827,103.4,91,Rfam full
RF03915,MIR5286 microRNA precursor family,Gene; miRNA;,193,79,15053,78.0,94,Rfam full
RF01136,Small nucleolar RNA sR28,Gene; snRNA; snoRNA; CD-box;,16,56,879,54.9,75,Rfam full
RF03366,mir-3122 microRNA precursor family,Gene; miRNA;,9,73,657,73.0,95,Rfam full
RF03367,mir-975 microRNA precursor family,Gene; miRNA;,4,91,364,91.0,96,Rfam full
RF03368,mir-1822 microRNA precursor family,Gene; miRNA;,11,65,678,61.6,81,Rfam full
RF03370,mir-2566 microRNA precursor family,Gene; miRNA;,20,86,1677,83.8,95,Rfam full
RF03369,mir-2217 microRNA precursor family,Gene; miRNA;,15,63,931,62.1,88,Rfam full
RF03371,mir-4788 microRNA precursor family,Gene; miRNA;,11,80,880,80.0,96,Rfam full
RF03372,mir-5918 microRNA precursor family,Gene; miRNA;,15,86,1258,83.9,81,Rfam full
RF03373,mir-3170 microRNA precursor family,Gene; miRNA;,7,79,541,77.3,100,Rfam full
RF03374,mir-2001 microRNA precursor family,Gene; miRNA;,6,72,417,69.5,73,Rfam full
RF03376,mir-3075 microRNA precursor family,Gene; miRNA;,5,85,424,84.8,95,Rfam full
RF01137,Small nucleolar RNA sR21,Gene; snRNA; snoRNA; CD-box;,2,67,132,66.0,53,Rfam full
RF00614,Small nucleolar RNA SNORA11,Gene; snRNA; snoRNA; HACA-box;,645,357,81593,126.5,67,Rfam full
RF03375,MIR1094 microRNA precursor family,Gene; miRNA;,10,104,1026,102.6,94,Rfam full
RF03377,mir-960 microRNA precursor family,Gene; miRNA;,4,93,372,93.0,97,Rfam full
RF03380,mir-9441 microRNA precursor family,Gene; miRNA;,11,68,748,68.0,96,Rfam full
RF03378,mir-7398 microRNA precursor family,Gene; miRNA;,82,69,4899,59.7,68,Rfam full
RF03379,mir-4667 microRNA precursor family,Gene; miRNA;,20,95,1814,90.7,92,Rfam full
RF03382,mir-635 microRNA precursor family,Gene; miRNA;,5,92,460,92.0,99,Rfam full
RF03381,mir-2796 microRNA precursor family,Gene; miRNA;,60,88,4654,77.6,79,Rfam full
RF03383,mir-1976 microRNA precursor family,Gene; miRNA;,12,52,624,52.0,97,Rfam full
RF03384,mir-7180 microRNA precursor family,Gene; miRNA;,21,58,1218,58.0,95,Rfam full
RF03385,mir-614 microRNA precursor family,Gene; miRNA;,9,80,718,79.8,98,Rfam full
RF01138,Small nucleolar RNA sR23,Gene; snRNA; snoRNA; CD-box;,14,55,747,53.4,85,Rfam full
RF03386,mir-1994 microRNA precursor family,Gene; miRNA;,11,91,732,66.5,68,Rfam full
RF03387,mir-1902 microRNA precursor family,Gene; miRNA;,39,81,3063,78.5,94,Rfam full
RF03389,mir-4738 microRNA precursor family,Gene; miRNA;,9,88,781,86.8,96,Rfam full
RF03388,mir-9418 microRNA precursor family,Gene; miRNA;,12,61,732,61.0,94,Rfam full
RF03390,mir-2450 microRNA precursor family,Gene; miRNA;,17,73,1230,72.4,89,Rfam full
RF03393,mir-2849 microRNA precursor family,Gene; miRNA;,7,97,679,97.0,98,Rfam full
RF03391,mir-588 microRNA precursor family,Gene; miRNA;,8,81,648,81.0,99,Rfam full
RF03392,mir-3943 microRNA precursor family,Gene; miRNA;,14,85,1158,82.7,93,Rfam full
RF03394,mir-2574 microRNA precursor family,Gene; miRNA;,16,68,1088,68.0,92,Rfam full
RF03395,mir-718 microRNA precursor family,Gene; miRNA;,20,68,1312,65.6,89,Rfam full
RF01188,Small nucleolar RNA snR56,Gene; snRNA; snoRNA; CD-box;,110,118,9088,82.6,68,Rfam full
RF03396,mir-2814 microRNA precursor family,Gene; miRNA;,20,87,1716,85.8,95,Rfam full
RF03397,mir-1234 microRNA precursor family,Gene; miRNA;,10,58,573,57.3,93,Rfam full
RF03398,mir-3552 microRNA precursor family,Gene; miRNA;,6,105,630,105.0,99,Rfam full
RF03399,mir-986 microRNA precursor family,Gene; miRNA;,9,94,840,93.3,88,Rfam full
RF03400,mir-728 microRNA precursor family,Gene; miRNA;,29,63,1800,62.1,83,Rfam full
RF03401,mir-1323 microRNA precursor family,Gene; miRNA;,12,73,875,72.9,99,Rfam full
RF03402,mir-957 microRNA precursor family,Gene; miRNA;,50,79,3775,75.5,81,Rfam full
RF03403,mir-5366 microRNA precursor family,Gene; miRNA;,17,72,1200,70.6,87,Rfam full
RF03404,mir-1298 microRNA precursor family,Gene; miRNA;,45,105,4611,102.5,93,Rfam full
RF03405,mir-3200 microRNA precursor family,Gene; miRNA;,19,93,1742,91.7,94,Rfam full
RF01191,Small nucleolar RNA SNORD121A,Gene; snRNA; snoRNA; CD-box;,219,135,17908,81.8,70,Rfam full
RF03406,mir-3099 microRNA precursor family,Gene; miRNA;,7,84,588,84.0,94,Rfam full
RF03407,MIR531 microRNA precursor family,Gene; miRNA;,51,69,3519,69.0,94,Rfam full
RF03409,mir-646 microRNA precursor family,Gene; miRNA;,8,86,688,86.0,96,Rfam full
RF03408,mir-5890 microRNA precursor family,Gene; miRNA;,129,97,9946,77.1,86,Rfam full
RF03410,mir-1891 microRNA precursor family,Gene; miRNA;,27,87,2348,87.0,96,Rfam full
RF03411,mir-2856 microRNA precursor family,Gene; miRNA;,28,87,2435,87.0,92,Rfam full
RF03413,MIR904 microRNA precursor family,Gene; miRNA;,4,141,562,140.5,88,Rfam full
RF03414,mir-670 microRNA precursor family,Gene; miRNA;,41,90,3684,89.9,94,Rfam full
RF03416,mir-7383 microRNA precursor family,Gene; miRNA;,11,59,649,59.0,96,Rfam full
RF03417,mir-343 microRNA precursor family,Gene; miRNA;,4,70,280,70.0,94,Rfam full
RF01243,Small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;,19,304,3273,172.3,75,Rfam full
RF03412,mir-1915 microRNA precursor family,Gene; miRNA;,7,73,511,73.0,98,Rfam full
RF03418,mir-3198 microRNA precursor family,Gene; miRNA;,19,80,1520,80.0,95,Rfam full
RF03420,mir-1200 microRNA precursor family,Gene; miRNA;,12,76,912,76.0,93,Rfam full
