rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
PF00295.20,Glycosyl hydrolases family 28,Repeat,19612,2891,5534922,282.2,23,Pfam full
PF02836.20,"Glycosyl hydrolases family 2, TIM barrel domain",Domain,16222,2167,3903118,240.6,20,Pfam full
PF02837.21,"Glycosyl hydrolases family 2, sugar binding domain",Domain,15806,1475,2516470,159.2,21,Pfam full
PF00933.24,Glycosyl hydrolase family 3 N terminal domain,Domain,34208,2729,9785941,286.1,24,Pfam full
PF02055.19,Glycosyl hydrolase family 30 TIM-barrel domain,Domain,4261,2537,1256966,295.0,29,Pfam full
PF17189.7,Glycosyl hydrolase family 30 beta sandwich domain,Domain,3813,350,256778,67.3,25,Pfam full
PF01055.29,Glycosyl hydrolases family 31,Family,19731,3416,7999746,405.4,26,Pfam full
PF08244.15,Glycosyl hydrolases family 32 C terminal,Domain,7709,1040,1249889,162.1,17,Pfam full
PF00251.23,Glycosyl hydrolases family 32 N-terminal domain,Domain,9725,2131,2760813,283.9,26,Pfam full
PF01301.22,Glycosyl hydrolases family 35,Domain,11549,2563,3117788,270.0,33,Pfam full
PF17167.7,"Glycosyl hydrolase 36 superfamily, catalytic domain",Repeat,2567,1944,1005941,391.9,30,Pfam full
PF16874.8,Glycosyl hydrolase family 36 C-terminal domain,Domain,3055,299,266568,87.3,25,Pfam full
PF16875.8,Glycosyl hydrolase family 36 N-terminal domain,Domain,3515,986,823655,234.3,23,Pfam full
PF18438.4,Glycosyl hydrolases family 38 C-terminal domain 1,Domain,241,153,26592,110.3,37,Pfam full
PF07748.16,Glycosyl hydrolases family 38 C-terminal domain,Domain,8794,1294,1794331,204.0,22,Pfam full
PF01074.25,Glycosyl hydrolases family 38 N-terminal domain,Domain,9723,1659,2656255,273.2,25,Pfam full
PF01229.20,Glycosyl hydrolases family 39,Family,2343,2874,851459,363.4,19,Pfam full
PF01915.25,Glycosyl hydrolase family 3 C-terminal domain,Domain,25133,2306,6458191,257.0,26,Pfam full
PF02056.19,Family 4 glycosyl hydrolase,Family,4041,525,724722,179.3,35,Pfam full
PF02449.18,Beta-galactosidase,Domain,5028,2065,1591024,316.4,25,Pfam full
PF08533.13,Beta-galactosidase C-terminal domain,Domain,2112,198,119773,56.7,27,Pfam full
PF08532.13,Beta-galactosidase trimerisation domain,Domain,4022,1072,782220,194.5,25,Pfam full
PF04616.17,Glycosyl hydrolases family 43,Family,22000,2032,5947914,270.4,18,Pfam full
PF12891.10,Glycoside hydrolase family 44,Domain,300,599,68422,228.1,29,Pfam full
PF02015.19,Glycosyl hydrolase family 45,Domain,703,905,132627,188.7,46,Pfam full
PF01374.21,Glycosyl hydrolase family 46,Domain,701,587,138736,197.9,43,Pfam full
PF01532.23,Glycosyl hydrolase family 47,Repeat,12489,3749,5034517,403.1,32,Pfam full
PF02011.18,Glycosyl hydrolase family 48,Repeat,552,1389,313732,568.4,56,Pfam full
PF03718.16,Glycosyl hydrolase family 49,Repeat,115,209,13888,120.8,30,Pfam full
PF17433.5,Glycosyl hydrolase family 49 N-terminal Ig-like domain,Domain,141,400,26028,184.6,35,Pfam full
PF11975.11,Family 4 glycosyl hydrolase C-terminal domain,Domain,4063,840,879801,216.5,26,Pfam full
PF03512.16,Glycosyl hydrolase family 52,Family,137,793,53720,392.1,43,Pfam full
PF07745.16,Glycosyl hydrolase family 53,Domain,1935,1315,607751,314.1,32,Pfam full
PF01630.21,Hyaluronidase,Domain,2746,910,799685,291.2,40,Pfam full
PF03065.18,Glycosyl hydrolase family 57,Domain,2492,2006,814899,327.0,17,Pfam full
PF02057.18,Glycosyl hydrolase family 59,Family,1222,1634,326479,267.2,46,Pfam full
PF17387.5,Glycosyl hydrolase family 59 central domain,Domain,682,252,74214,108.8,58,Pfam full
PF18564.4,Glycoside hydrolase family 5 C-terminal domain,Domain,1672,403,150781,90.2,23,Pfam full
PF01341.20,Glycosyl hydrolases family 6,Domain,2988,1042,858692,287.4,31,Pfam full
PF03664.16,Glycosyl hydrolase family 62,Family,1127,726,291931,259.0,55,Pfam full
PF03200.19,Glycosyl hydrolase family 63 C-terminal domain,Repeat,3364,2712,1054327,313.4,27,Pfam full
PF16923.8,Glycosyl hydrolase family 63 N-terminal domain,Domain,1669,821,337627,202.3,30,Pfam full
PF16483.8,"Beta-1,3-glucanase",Domain,1703,1212,546329,320.8,31,Pfam full
PF03633.18,"Glycosyl hydrolase family 65, C-terminal domain",Family,3202,139,163137,50.9,25,Pfam full
PF03632.18,Glycosyl hydrolase family 65 central catalytic domain,Repeat,4888,1313,1571223,321.4,31,Pfam full
PF03636.18,"Glycosyl hydrolase family 65, N-terminal domain",Family,3978,1072,1003959,252.4,22,Pfam full
PF13199.9,Glycosyl hydrolase family 66,Domain,259,1519,133434,515.2,28,Pfam full
PF07477.15,Glycosyl hydrolase family 67 C-terminus,Domain,1226,432,269867,220.1,42,Pfam full
PF07488.15,Glycosyl hydrolase family 67 middle domain,Domain,1207,671,384708,318.7,51,Pfam full
PF03648.17,Glycosyl hydrolase family 67 N-terminus,Domain,1090,349,125256,114.9,24,Pfam full
PF02435.19,Levansucrase/Invertase,Family,496,1076,152875,308.2,27,Pfam full
PF00840.23,Glycosyl hydrolase family 7,Domain,2036,1029,728334,357.7,47,Pfam full
PF02324.19,Glycosyl hydrolase family 70,Family,62,1378,39494,637.0,40,Pfam full
PF03659.17,Glycosyl hydrolase family 71,Family,2204,1777,772815,350.6,30,Pfam full
PF03198.17,Glucanosyltransferase,Domain,3453,1439,1029281,298.1,38,Pfam full
PF07335.14,Fungal chitosanase of glycosyl hydrolase group 75,Family,953,639,147757,155.0,36,Pfam full
PF03663.17,Glycosyl hydrolase family 76,Repeat,6026,2114,1944190,322.6,24,Pfam full
PF02446.20,4-alpha-glucanotransferase,Domain,5507,2343,2539189,461.1,27,Pfam full
PF16862.8,Glycosyl hydrolase family 79 C-terminal beta domain,Domain,1770,372,189294,106.9,24,Pfam full
PF03662.17,"Glycosyl hydrolase family 79, N-terminal domain",Domain,2294,1399,548163,239.0,33,Pfam full
PF01270.20,Glycosyl hydrolases family 8,Repeat,1568,2140,503167,320.9,20,Pfam full
PF13647.9,Glycosyl hydrolase family 80 of chitosanase A,Domain,1,308,308,308.0,100,Pfam full
PF03639.16,Glycosyl hydrolase family 81 N-terminal domain,Domain,1800,1117,515797,286.6,25,Pfam full
PF03644.16,Glycosyl hydrolase family 85,Family,1691,1543,465910,275.5,31,Pfam full
PF07470.16,Glycosyl Hydrolase Family 88,Repeat,7062,2251,2306415,326.6,18,Pfam full
PF00759.22,Glycosyl hydrolase family 9,Repeat,8198,2605,3235723,394.7,30,Pfam full
PF07971.15,Glycosyl hydrolase family 92,Repeat,7669,2485,3453402,450.3,30,Pfam full
PF17678.4,Glycosyl hydrolase family 92 N-terminal domain,Domain,7273,1285,1726409,237.4,26,Pfam full
PF10566.12,Glycoside hydrolase 97,Domain,2527,702,681267,269.6,33,Pfam full
PF08307.14,Glycosyl hydrolase family 98 C-terminal domain,Domain,44,573,9651,219.3,26,Pfam full
PF08306.14,Glycosyl hydrolase family 98,Domain,53,583,15656,295.4,28,Pfam full
PF16317.8,Glycosyl hydrolase family 99,Domain,1046,1469,302287,289.0,44,Pfam full
PF11790.11,Glycosyl hydrolase catalytic core,Family,2885,1027,642688,222.8,23,Pfam full
PF12215.11,"beta-glucosidase 2, glycosyl-hydrolase family 116 N-term",Family,2443,1587,673458,275.7,32,Pfam full
PF14587.9,O-Glycosyl hydrolase family 30,Domain,1253,1663,339631,271.1,23,Pfam full
PF17451.5,Glycosyl hydrolase 101 beta sandwich domain,Domain,324,355,35979,111.0,37,Pfam full
PF14498.9,"Glycosyl hydrolase family 65, N-terminal domain",Domain,4643,1108,1015334,218.7,27,Pfam full
PF18088.4,Glycoside Hydrolase 20C C-terminal domain,Domain,305,454,58722,192.5,29,Pfam full
PF10111.12,Glycosyltransferase like family 2,Family,287,2321,61879,215.6,20,Pfam full
PF13641.9,Glycosyltransferase like family 2,Domain,15789,2217,3688953,233.6,16,Pfam full
PF13704.9,Glycosyl transferase family 2,Family,4347,495,458575,105.5,22,Pfam full
PF13712.9,Glycosyltransferase like family,Family,388,797,79598,205.1,22,Pfam full
PF00852.22,Glycosyltransferase family 10 (fucosyltransferase) C-term,Family,5808,959,969544,166.9,28,Pfam full
PF01531.19,Glycosyl transferase family 11,Family,1925,1765,457668,237.7,20,Pfam full
PF01793.19,Glycolipid 2-alpha-mannosyltransferase,Family,3672,1567,1020143,277.8,39,Pfam full
PF04724.16,Glycosyltransferase family 17,Family,2093,1620,567509,271.1,33,Pfam full
PF15024.9,Glycosyltransferase family 18,Family,1648,1698,635164,385.4,37,Pfam full
PF00982.24,Glycosyltransferase family 20,Family,10243,2508,4389203,428.5,32,Pfam full
PF13506.9,Glycosyl transferase family 21,Domain,3083,1386,473864,153.7,21,Pfam full
PF03901.20,Alg9-like mannosyltransferase family,Family,7001,2663,2526486,360.9,19,Pfam full
PF18404.4,Glucosyltransferase 24,Domain,2671,1467,664943,248.9,70,Pfam full
PF01755.20,Glycosyltransferase family 25 (LPS biosynthesis protein),Family,3916,1113,666801,170.3,25,Pfam full
PF03033.23,Glycosyltransferase family 28 N-terminal domain,Family,13553,892,1844154,136.1,24,Pfam full
PF00777.21,Glycosyltransferase family 29 (sialyltransferase),Family,11071,1246,2431691,219.6,23,Pfam full
PF05637.15,galactosyl transferase GMA12/MNN10 family,Family,3458,1115,736020,212.8,25,Pfam full
PF06165.14,Glycosyltransferase family 36,Domain,3237,873,779607,240.8,25,Pfam full
PF13439.9,Glycosyltransferase Family 4,Domain,57840,1377,9584910,165.7,14,Pfam full
PF13844.9,Glycosyl transferase family 41,Family,8170,2731,1850140,226.5,19,Pfam full
PF03360.19,Glycosyltransferase family 43,Family,3356,837,652939,194.6,35,Pfam full
PF13896.9,Glycosyl-transferase for dystroglycan,Domain,4203,1413,757709,180.3,22,Pfam full
PF08323.14,Starch synthase catalytic domain,Domain,8626,1303,1945744,225.6,26,Pfam full
PF07922.14,Glycosyltransferase family 52,Family,137,657,34584,252.4,17,Pfam full
PF04666.16,N-Acetylglucosaminyltransferase-IV (GnT-IV) conserved region,Family,2850,970,671004,235.4,37,Pfam full
PF07429.14,4-alpha-L-fucosyltransferase glycosyl transferase group 56,Family,278,882,81118,291.8,30,Pfam full
PF03414.16,Glycosyltransferase family 6,Family,1872,773,509267,272.0,41,Pfam full
PF04577.17,Glycosyltransferase 61,Family,6930,1242,1383887,199.7,14,Pfam full
PF09258.13,Glycosyl transferase family 64 domain,Domain,4106,1140,906051,220.7,35,Pfam full
PF02709.17,N-terminal domain of galactosyltransferase,Family,6670,310,500366,75.0,29,Pfam full
PF13733.9,N-terminal region of glycosyl transferase group 7,Domain,4221,546,514888,122.0,43,Pfam full
PF01501.23,Glycosyl transferase family 8,Family,17083,1673,4099391,240.0,19,Pfam full
PF16849.8,Glycosyltransferase family 88,Domain,25,729,7405,296.2,27,Pfam full
PF08437.13,Glycosyl transferase family 8 C-terminal,Family,156,90,8847,56.7,28,Pfam full
PF01075.20,Glycosyltransferase family 9 (heptosyltransferase),Family,10216,1560,2197056,215.1,18,Pfam full
PF05686.15,Glycosyl transferase family 90,Family,6898,2718,1862331,270.0,20,Pfam full
PF01697.30,Glycosyltransferase family 92,Domain,4365,1257,987010,226.1,16,Pfam full
PF13524.9,Glycosyl transferases group 1,Domain,4271,627,418660,98.0,18,Pfam full
PF13528.9,Glycosyl transferase family 1,Domain,1014,1376,281410,277.5,26,Pfam full
PF13692.9,Glycosyl transferases group 1,Domain,25855,1051,3615280,139.8,19,Pfam full
PF13632.9,Glycosyl transferase family group 2,Domain,8185,1978,1861023,227.4,17,Pfam full
PF13477.9,Glycosyl transferase 4-like,Domain,2369,950,340273,143.6,17,Pfam full
PF12000.11,Glycosyl transferase family 4 group,Family,784,342,130753,166.8,34,Pfam full
PF13579.9,Glycosyl transferase 4-like domain,Domain,10312,1932,1787126,173.3,15,Pfam full
PF16994.8,Glycosyl-transferase family 4,Family,627,476,101041,161.1,44,Pfam full
PF09318.13,Glycosyl transferase 1 domain A,Family,52,349,10038,193.0,22,Pfam full
PF17039.8,"Fucosyltransferase, N-terminal",Domain,3803,479,408200,107.3,28,Pfam full
PF04101.19,Glycosyltransferase family 28 C-terminal domain,Domain,15495,998,2413296,155.7,20,Pfam full
PF14307.9,Glycosyltransferase WbsX,Family,918,1314,287414,313.1,28,Pfam full
PF03808.16,Glycosyl transferase WecG/TagA/CpsF family,Family,4423,544,740707,167.5,31,Pfam full
PF18230.4,Glycosyl hydrolases family 38 C-terminal sub-domain,Domain,32,144,2925,91.4,46,Pfam full
PF12524.11,dsDNA virus glycoprotein L C terminal,Family,18,147,1179,65.5,29,Pfam full
PF00903.28,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,Domain,78703,1629,9770776,124.1,16,Pfam full
PF12681.10,Glyoxalase-like domain,Domain,1357,621,161067,118.7,23,Pfam full
PF13468.9,Glyoxalase-like domain,Domain,3008,916,543386,180.6,21,Pfam full
PF13669.9,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,Family,9656,825,1113521,115.3,23,Pfam full
PF14696.9,"Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal",Domain,3015,617,416204,138.0,33,Pfam full
PF18029.4,Glyoxalase-like domain,Domain,21645,757,2448493,113.1,21,Pfam full
PF19581.2,Glyoxalase superfamily protein,Domain,791,531,95046,120.2,39,Pfam full
PF20066.2,Glyoxalase superfamily protein,Domain,468,264,51771,110.6,33,Pfam full
PF07250.14,Glyoxal oxidase N-terminus,Family,3212,1364,691096,215.2,35,Pfam full
PF04464.17,CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase,Family,4990,1850,1616057,323.9,20,Pfam full
PF01153.22,Glypican,Family,3513,2584,1376849,391.9,28,Pfam full
PF08444.13,"Aralkyl acyl-CoA:amino acid N-acyltransferase, C-terminal region",Family,760,176,66437,87.4,36,Pfam full
PF06021.14,Aralkyl acyl-CoA:amino acid N-acyltransferase,Family,1044,617,171886,164.6,34,Pfam full
PF02595.18,Glycerate kinase family,Family,5124,1563,1725779,336.8,37,Pfam full
PF01228.24,Glycine radical,Domain,4469,374,450266,100.8,41,Pfam full
PF09338.14,Glycine/sarcosine/betaine reductase component B subunits,Family,821,1009,269301,328.0,32,Pfam full
PF12810.10,Glycine rich protein,Family,1712,1176,407826,238.2,23,Pfam full
PF14272.9,Glycine-rich SFCGS,Family,173,153,19462,112.5,72,Pfam full
PF04488.18,Glycosyltransferase sugar-binding region containing DXD motif,Family,7426,557,731158,98.5,20,Pfam full
PF03458.16,Glycine transporter,Domain,11339,197,866308,76.4,30,Pfam full
PF19046.3,GM130 C-terminal binding motif,Motif,736,86,33798,45.9,60,Pfam full
PF10647.12,Lipoprotein LpqB beta-propeller domain,Repeat,1482,1289,363132,245.0,20,Pfam full
PF10648.12,Immunoglobulin-like domain of bacterial spore germination,Domain,559,225,47465,84.9,23,Pfam full
PF06540.14,Galanin message associated peptide (GMAP),Family,302,120,16932,56.1,50,Pfam full
PF05199.16,GMC oxidoreductase,Domain,37519,1122,5021241,133.8,24,Pfam full
PF00732.22,GMC oxidoreductase,Domain,36991,2869,9781944,264.4,25,Pfam full
PF05351.14,"GMP-PDE, delta subunit",Family,1861,392,264536,142.1,45,Pfam full
PF00958.25,GMP synthase C terminal domain,Domain,10094,307,926282,91.8,54,Pfam full
PF09535.13,Protein of unknown function (Gmx_para_CXXCG),Family,83,351,14463,174.3,43,Pfam full
PF01109.20,Granulocyte-macrophage colony-stimulating factor,Domain,104,213,12346,118.7,61,Pfam full
PF08701.14,GNL3L/Grn1 putative GTPase,Family,1706,208,130344,76.4,40,Pfam full
PF12746.10,GNAT acetyltransferase,Family,1082,907,193482,178.8,21,Pfam full
PF13718.9,GNAT acetyltransferase 2,Family,3243,801,542168,167.2,35,Pfam full
PF18164.4,GNAT-like C-terminal domain,Domain,464,614,74463,160.5,33,Pfam full
PF18407.4,GCN5-related N-acetyltransferase like domain,Domain,709,178,40361,56.9,40,Pfam full
PF12369.11,Gonadotropin hormone receptor transmembrane region,Family,309,123,20861,67.5,57,Pfam full
PF00446.20,Gonadotropin-releasing hormone,Family,421,10,4210,10.0,82,Pfam full
PF08178.14,GnsA/GnsB toxin of bacterial toxin-antitoxin system,Family,11,54,594,54.0,70,Pfam full
PF03071.18,GNT-I family,Family,2084,1981,625625,300.2,32,Pfam full
PF02447.19,GntP family permease,Family,6075,2553,2409898,396.7,28,Pfam full
PF00392.24,"Bacterial regulatory proteins, gntR family",Domain,106849,256,6742839,63.1,30,Pfam full
PF13807.9,G-rich domain on putative tyrosine kinase,Family,5862,318,467729,79.8,22,Pfam full
PF09118.14,"Galactose oxidase-like, Early set domain",Domain,4476,404,452950,101.2,29,Pfam full
PF13897.9,Golgi-dynamics membrane-trafficking,Domain,1136,408,136781,120.4,51,Pfam full
PF15070.9,Putative golgin subfamily A member 2-like protein 5,Coiled-coil,1501,1683,453407,302.1,30,Pfam full
PF09787.12,Golgin subfamily A member 5,Coiled-coil,1176,1261,298631,253.9,29,Pfam full
PF02188.20,GoLoco motif,Motif,7332,33,158038,21.6,49,Pfam full
PF08685.14,GON domain,Domain,1251,606,222223,177.6,44,Pfam full
PF08738.13,Gon7 family,Family,454,291,36266,79.9,30,Pfam full
PF17109.8,fungal STAND N-terminal Goodbye domain,Family,1067,440,126686,118.7,22,Pfam full
PF04178.15,Got1/Sft2-like family,Family,5670,461,589853,104.0,28,Pfam full
PF05823.15,Nematode fatty acid retinoid binding protein (Gp-FAR-1),Family,437,421,59732,136.7,22,Pfam full
PF08677.13,GP11 baseplate wedge protein,Family,88,477,18437,209.5,27,Pfam full
PF09089.13,"Phage short tail fibre protein gp12, middle domain",Repeat,28,109,2133,76.2,50,Pfam full
PF00516.21,Envelope glycoprotein GP120,Family,51,740,18972,372.0,47,Pfam full
PF20036.2,Major capsid protein 13-like,Family,241,782,65999,273.9,22,Pfam full
PF18352.4,Phage protein Gp138 N-terminal domain,Domain,403,272,38786,96.2,27,Pfam full
PF17420.5,Superinfection exclusion gene product 17,Family,38,141,3513,92.4,48,Pfam full
PF07068.14,Major capsid protein Gp23,Family,518,1103,132245,255.3,21,Pfam full
PF17388.5,Mycobacteriophage tail assembly protein,Family,438,162,52690,120.3,37,Pfam full
PF03076.17,Equine arteritis virus GP3,Family,2,160,320,160.0,99,Pfam full
PF18897.3,Recombination directionality factor-like,Family,332,624,67565,203.5,28,Pfam full
PF08804.13,gp32 DNA binding protein like,Domain,248,489,50527,203.7,34,Pfam full
PF09646.13,Gp37 protein,Domain,85,275,11451,134.7,27,Pfam full
PF12604.11,Tail fibre protein gp37 C terminal,Family,98,333,12336,125.9,20,Pfam full
PF05268.14,Phage tail fibre adhesin Gp38,Family,60,492,9976,166.3,33,Pfam full
PF16677.8,DNA-packaging protein gp3,Domain,268,311,30321,113.1,24,Pfam full
PF03010.17,GP4,Family,2,152,304,152.0,96,Pfam full
PF11025.11,Glycoprotein GP40 of Cryptosporidium,Domain,4,197,487,121.8,33,Pfam full
PF00517.20,Retroviral envelope protein,Family,210,429,36892,175.7,26,Pfam full
PF17510.5,Gene product 44,Family,53,119,5698,107.5,53,Pfam full
PF09116.13,"gp45 sliding clamp, C terminal",Domain,165,207,17246,104.5,32,Pfam full
PF17470.5,Phage gene product 45.2,Family,55,74,3116,56.7,45,Pfam full
PF07409.15,Phage protein GP46,Family,305,243,31755,104.1,32,Pfam full
PF05973.17,Phage derived protein Gp49-like (DUF891),Domain,3402,291,299616,88.1,23,Pfam full
PF17468.5,Phage gene product 52,Family,188,86,10962,58.3,57,Pfam full
PF17594.5,Phage Tail fiber assembly helper gene product 57,Family,26,97,1960,75.4,47,Pfam full
PF07902.14,gp58-like protein,Family,196,1012,71992,367.3,28,Pfam full
PF06715.15,Gp5 C-terminal repeat (3 copies),Repeat,413,42,9920,24.0,37,Pfam full
PF06714.14,Gp5 N-terminal OB domain,Domain,168,293,21438,127.6,31,Pfam full
PF17471.5,Gene product 63,Family,152,91,7381,48.6,58,Pfam full
PF17634.5,Gene product 67,Family,71,200,5613,79.1,43,Pfam full
PF17469.5,Gp68-like predicted RNA polymerase component,Family,101,114,7790,77.1,48,Pfam full
PF17429.5,Gene product 70,Family,94,82,5003,53.2,37,Pfam full
PF17463.5,Gene product 79,Family,132,85,7015,53.1,65,Pfam full
PF17338.5,Gene product 88,Family,132,511,23045,174.6,30,Pfam full
PF19277.2,Glycerol-3-phosphate acyltransferase C-terminal region,Family,3719,2054,1289483,346.7,20,Pfam full
PF14829.9,Glycerol-3-phosphate acyltransferase N-terminal,Domain,338,108,24333,72.0,56,Pfam full
PF05876.15,"Phage terminase large subunit gpA, ATPase domain",Domain,1445,752,344157,238.2,30,Pfam full
PF20454.1,"Terminase large subunit gpA, endonuclease domain",Domain,1384,1028,397033,286.9,28,Pfam full
PF10192.12,Rhodopsin-like GPCR transmembrane domain,Family,1406,828,307782,218.9,26,Pfam full
PF11904.11,GPCR-chaperone,Domain,3381,1743,1015193,300.3,32,Pfam full
PF02925.19,Bacteriophage scaffolding protein D,Domain,73,177,9750,133.6,92,Pfam full
PF10110.12,Membrane domain of glycerophosphoryl diester phosphodiesterase,Family,1032,1033,237401,230.0,15,Pfam full
PF20618.1,"Bacterial GPD, NAD-dependent C-terminal",Domain,8332,200,555100,66.6,41,Pfam full
PF16905.8,"Voltage-dependent L-type calcium channel, IQ-associated",Family,7083,149,378834,53.5,68,Pfam full
PF12537.11,The Golgi pH Regulator (GPHR) Family N-terminal,Family,1612,198,110160,68.3,44,Pfam full
PF06560.14,Glucose-6-phosphate isomerase (GPI),Domain,409,400,64071,156.7,26,Pfam full
PF05024.18,N-acetylglucosaminyl transferase component (Gpi1),Family,1978,936,493965,249.7,35,Pfam full
PF04113.17,"Gpi16 subunit, GPI transamidase component",Family,2465,2237,1067773,433.2,32,Pfam full
PF06432.14,Phosphatidylinositol N-acetylglucosaminyltransferase,Family,1605,1414,448652,279.5,32,Pfam full
PF05719.14,Golgi phosphoprotein 3 (GPP34),Family,3670,955,777981,212.0,29,Pfam full
PF15854.8,G-protein coupled receptor ligand 15,Family,71,155,5276,74.3,56,Pfam full
PF01184.22,GPR1/FUN34/yaaH family,Family,4749,908,930389,195.9,26,Pfam full
PF11970.11,G protein-coupled glucose receptor regulating Gpa2 C-term,Domain,914,172,67080,73.4,29,Pfam full
PF01825.24,"GPCR proteolysis site, GPS, motif",Motif,17360,174,766837,44.2,38,Pfam full
PF15784.8,G-protein pathway suppressor 2-interacting domain,Family,1707,189,149159,87.4,66,Pfam full
PF11359.11,Glycoprotein UL132,Family,9,275,1807,200.8,51,Pfam full
PF02831.18,gpW,Family,202,156,13642,67.5,30,Pfam full
PF04965.17,Baseplate wedge protein gp25,Domain,3809,275,363481,95.4,21,Pfam full
PF02800.23,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",Domain,19754,716,3020691,152.9,47,Pfam full
PF00044.27,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",Domain,18775,519,1911557,101.8,42,Pfam full
PF11668.11,HCMV glycoprotein pUL130,Family,9,198,1255,139.4,37,Pfam full
PF05084.16,Granule antigen protein (GRA6),Family,2,233,408,204.0,32,Pfam full
PF10375.12,GRAB domain,Domain,863,86,41741,48.4,48,Pfam full
PF02893.23,GRAM domain,Domain,20101,652,2248360,111.9,21,Pfam full
PF16569.8,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Domain,397,527,48293,121.6,23,Pfam full
PF16555.8,"Gram-positive pilin subunit D1, N-terminal domain",Domain,569,593,86024,151.2,21,Pfam full
PF16570.8,"Gram-positive pilin backbone subunit 3, Cna-B-like domain",Domain,19,257,2560,134.7,37,Pfam full
PF00746.24,LPXTG cell wall anchor motif,Motif,3811,107,156822,41.1,24,Pfam full
PF01271.20,Granin (chromogranin or secretogranin),Family,1127,1987,395612,351.0,21,Pfam full
PF00396.21,Granulin,Family,6093,149,260325,42.7,48,Pfam full
PF03514.17,GRAS domain family,Family,10134,1834,3383673,333.9,29,Pfam full
PF04495.17,GRASP55/65 PDZ-like domain,Domain,3339,604,387388,116.0,39,Pfam full
PF04723.17,Glycine reductase complex selenoprotein A,Family,481,171,41516,86.3,45,Pfam full
PF07355.15,Glycine/sarcosine/betaine reductase selenoprotein B (GRDB),Family,852,666,212591,249.5,30,Pfam full
PF07173.15,Glycine-rich domain-containing protein-like,Family,2947,576,346001,117.4,25,Pfam full
PF01272.22,"Transcription elongation factor, GreA/GreB, C-term",Domain,13289,278,1027989,77.4,31,Pfam full
PF03449.18,"Transcription elongation factor, N-terminal",Domain,10321,114,729537,70.7,42,Pfam full
PF15782.8,GREB1 N-terminal region,Family,1294,2410,892899,690.0,48,Pfam full
PF20267.1,GREB1 C-terminal region,Family,925,1245,531269,574.3,64,Pfam full
PF11034.11,Glucose-repressible protein Grg1,Family,570,110,37748,66.2,53,Pfam full
PF06212.15,GRIM-19 protein,Family,1535,369,174706,113.8,38,Pfam full
PF15235.9,G protein-regulated inducer of neurite outgrowth C-terminus,Family,633,348,83339,131.7,37,Pfam full
PF01465.23,GRIP domain,Family,3760,107,160171,42.6,34,Pfam full
PF16518.8,"T3SS negative regulator,GrlR",Domain,107,245,11471,107.2,23,Pfam full
PF04155.21,Ground-like domain,Domain,1128,199,83272,73.8,25,Pfam full
PF07172.14,Glycine rich protein family,Family,691,370,66834,96.7,31,Pfam full
PF16984.8,Group 7 allergen,Domain,461,643,76468,165.9,18,Pfam full
PF04229.17,GrpB protein,Domain,3060,523,484476,158.3,28,Pfam full
PF01025.22,GrpE,Family,11771,920,2085763,177.2,27,Pfam full
PF07919.15,"Gryzun, putative trafficking through Golgi",Family,718,1957,323459,450.5,25,Pfam full
PF12742.10,"Gryzun, putative Golgi trafficking",Domain,593,115,34145,57.6,56,Pfam full
PF14959.9,gamma-Secretase-activating protein C-term,Family,520,343,54576,105.0,46,Pfam full
PF08885.14,GSCFA family,Domain,1294,677,299917,231.8,31,Pfam full
PF07995.14,Glucose / Sorbosone dehydrogenase,Repeat,14715,2543,4321686,293.7,21,Pfam full
PF11055.11,Glucose signalling factor 2,Family,86,507,29109,338.5,38,Pfam full
PF07803.14,GSG1-like protein,Family,1113,307,128246,115.2,47,Pfam full
PF02955.19,"Prokaryotic glutathione synthetase, ATP-grasp domain",Domain,3697,1074,631679,170.9,42,Pfam full
PF02951.17,"Prokaryotic glutathione synthetase, N-terminal domain",Domain,3295,371,395332,120.0,36,Pfam full
PF08886.14,Glutamate-cysteine ligase,Family,593,656,234986,396.3,58,Pfam full
PF00255.22,Glutathione peroxidase,Family,12301,627,1271399,103.4,42,Pfam full
PF03199.18,Eukaryotic glutathione synthase,Domain,2321,579,243232,104.8,40,Pfam full
PF03917.20,"Eukaryotic glutathione synthase, ATP binding domain",Domain,2672,1793,1071483,401.0,32,Pfam full
PF12437.11,Glutamine synthetase type III N terminal,Family,2352,275,378832,161.1,59,Pfam full
PF05350.15,Glycogen synthase kinase-3 binding,Family,379,576,41273,108.9,31,Pfam full
PF05303.15,GSKIP domain,Domain,1316,360,122184,92.8,28,Pfam full
PF20164.1,GspA/SrpA SigLec-like domain,Domain,23,188,2701,117.4,26,Pfam full
PF12019.11,Type II transport protein GspH,Domain,3169,504,368559,116.3,16,Pfam full
PF12693.10,GspL periplasmic domain,Domain,1074,494,164014,152.7,17,Pfam full
PF03738.17,Glutathionylspermidine synthase preATP-grasp,Domain,2151,1595,791905,368.2,31,Pfam full
PF00043.28,"Glutathione S-transferase, C-terminal domain",Domain,32925,594,3178327,96.5,17,Pfam full
